Row,WBN_GC_L_0.25,WBN_GC_H_0.25,WBN_GC_L_0.50,WBN_GC_H_0.50,WBN_GC_L_0.75,WBN_GC_H_0.75,WBN_GC_L_1.00,WBN_GC_H_1.00,WBN_EN_L_0.25,WBN_EN_H_0.25,WBN_EN_L_0.50,WBN_EN_H_0.50,WBN_EN_L_0.75,WBN_EN_H_0.75,WBN_EN_L_1.00,WBN_EN_H_1.00,WBN_LP_L_0.25,WBN_LP_H_0.25,WBN_LP_L_0.50,WBN_LP_H_0.50,WBN_LP_L_0.75,WBN_LP_H_0.75,WBN_LP_L_1.00,WBN_LP_H_1.00
662689,-1.5076,1.6388,-1.89267,2.22088,-2.48814,2.92409,-3.25011,3.70319,-0.789074,1.29292,-1.58568,2.00687,-2.38561,2.8149,-3.18735,3.65373,-0.867885,1.09292,-1.56134,1.92227,-2.31425,2.76983,-3.09515,3.62484
662669,-1.48387,1.55424,-2.06633,2.17515,-2.7708,3.05855,-3.57411,3.97871,-0.842007,1.4532,-1.711,2.25233,-2.58907,3.14409,-3.47118,4.06636,-0.857628,1.19552,-1.6413,2.1246,-2.5007,3.06543,-3.37675,4.01043
662655,-1.47678,1.406,-1.80704,1.93021,-2.29722,2.62234,-2.87645,3.36867,-0.619301,1.30389,-1.26256,1.9074,-1.92153,2.61893,-2.59119,3.36832,-0.953698,0.861016,-1.60676,1.57107,-2.28517,2.324,-2.9701,3.09043
662643,-1.36139,1.34752,-1.8816,2.02113,-2.56861,2.81095,-3.30192,3.63925,-0.702263,1.48298,-1.45241,2.26831,-2.22148,3.10081,-2.99976,3.94989,-0.908068,1.01578,-1.62871,1.82105,-2.39583,2.66919,-3.17618,3.52934
662594,-2.39868,1.41138,-2.58549,2.17129,-2.97375,3.03191,-3.47205,3.92545,-0.773539,1.53712,-1.55905,2.38781,-2.3506,3.28565,-3.14597,4.1993,-0.687351,1.1105,-1.46311,2.0186,-2.2572,2.94483,-3.05799,3.87487
662587,-2.39877,1.69063,-2.52683,2.32658,-2.8343,3.10269,-3.4963,3.93096,-0.769211,1.38092,-1.5443,2.19504,-2.32164,3.0603,-3.10244,3.94011,-1.0306,1.10859,-1.80506,1.93977,-2.62677,2.80869,-3.4616,3.6906
662584,-1.50743,1.63911,-1.89202,2.22399,-2.46535,2.93662,-3.17468,3.72769,-0.77006,1.29419,-1.5586,2.01009,-2.35312,2.81876,-3.1504,3.6568,-0.86925,1.13099,-1.55445,1.94769,-2.29293,2.78888,-3.05995,3.63905
662583,-1.35255,1.37285,-1.96292,2.08769,-2.64046,2.93214,-3.35042,3.81395,-0.639868,1.53576,-1.3227,2.38109,-2.03254,3.27088,-2.7542,4.17508,-0.705936,1.05012,-1.45358,1.95866,-2.20844,2.87614,-2.96579,3.79562
662578,-1.81895,1.1866,-1.98489,2.03541,-2.7672,2.92852,-3.60421,3.83374,-0.805813,1.36328,-1.67229,2.1516,-2.55323,3.01611,-3.43981,3.90973,-1.0287,1.06443,-1.8131,1.95123,-2.66966,2.85774,-3.54887,3.77019
662532,-2.17383,1.95163,-2.44862,2.50151,-2.92841,3.21773,-3.56499,4.00355,-0.735788,1.31329,-1.53755,2.06956,-2.36166,2.89456,-3.1948,3.73928,-0.862993,1.05727,-1.6379,1.88954,-2.46023,2.73996,-3.29472,3.59639
662529,-2.37391,1.55563,-2.58547,2.1974,-2.9737,3.03252,-3.46861,3.90851,-0.754404,1.53675,-1.51483,2.38385,-2.27734,3.27533,-3.04084,4.18115,-0.702536,1.08318,-1.44514,1.97822,-2.19877,2.89472,-2.95593,3.81474
662521,-1.48644,1.60139,-2.04125,2.28107,-2.79281,3.11166,-3.61692,3.99386,-0.808269,1.38051,-1.64702,2.20995,-2.50933,3.10322,-3.38433,4.01606,-0.980112,1.13811,-1.80196,2.02041,-2.66965,2.9313,-3.54985,3.85271
662518,-2.33063,1.41081,-2.58541,2.16925,-2.9737,3.0293,-3.47172,3.92327,-0.77551,1.53712,-1.56441,2.38802,-2.35975,3.28623,-3.15907,4.20034,-0.68462,1.15078,-1.45335,2.03982,-2.24237,2.96125,-3.04125,3.88976
662480,-2.38645,1.4033,-2.52703,2.1192,-2.79562,2.92299,-3.32996,3.76583,-0.78117,1.48285,-1.57769,2.26986,-2.38031,3.10856,-3.18635,3.96752,-0.889621,1.06246,-1.60535,1.90814,-2.38334,2.77903,-3.1813,3.65831
662472,-2.40101,1.78172,-2.62969,2.45585,-3.03664,3.23249,-3.5465,4.05111,-0.781801,1.25904,-1.57537,2.00908,-2.37299,2.85021,-3.17252,3.71337,-0.955897,1.05268,-1.65622,1.88587,-2.43179,2.74446,-3.21786,3.61291
662450,-1.82246,1.24686,-1.9699,2.04418,-2.674,2.91688,-3.50348,3.80685,-0.814299,1.30938,-1.66203,2.09612,-2.52342,2.96364,-3.39108,3.85322,-0.939233,1.14165,-1.71837,2.01711,-2.55909,2.90966,-3.41839,3.80914
662441,-1.3406,2.3379,-1.65518,2.68821,-2.21288,3.21944,-2.82136,3.87869,-0.480457,2.41053,-1.12495,2.69484,-1.7964,3.14986,-2.47748,3.82641,-0.849495,0.930441,-1.46961,1.72303,-2.135,2.52867,-2.8128,3.3379
662440,-1.4576,1.43805,-1.60193,2.11147,-2.23167,2.86229,-2.99875,3.64244,-0.781169,1.0584,-1.57276,1.71564,-2.36747,2.50739,-3.16351,3.31411,-0.799419,1.02593,-1.54171,1.80464,-2.31778,2.60343,-3.10453,3.40932
662423,-2.20777,2.14339,-2.32623,2.46718,-2.75268,2.96565,-3.56452,3.8157,-0.784618,1.36609,-1.5934,2.16221,-2.40783,3.03261,-3.22461,3.92916,-1.03476,1.13628,-1.81889,2.02694,-2.64975,2.93335,-3.49321,3.84521
662420,-2.36011,1.5765,-2.61944,2.196,-3.00876,3.02354,-3.53365,3.90084,-0.778768,1.54302,-1.57722,2.39062,-2.38957,3.26821,-3.21326,4.16014,-1.08324,1.11721,-1.91226,1.96471,-2.75579,2.84326,-3.60594,3.73765
662416,-2.4163,1.37581,-2.53843,2.10279,-2.77044,2.95644,-3.36798,3.84424,-0.773513,1.53614,-1.55895,2.38282,-2.35038,3.27467,-3.14559,4.18141,-0.69048,1.10221,-1.46098,1.99846,-2.25416,2.91576,-3.05452,3.8374
662415,-1.3392,1.38136,-1.95009,2.11518,-2.63587,2.98001,-3.36705,3.8803,-0.775565,1.53653,-1.56362,2.38582,-2.35777,3.28266,-3.15586,4.1959,-0.679773,1.16862,-1.44855,2.06177,-2.23778,2.98269,-3.03629,3.91106
662410,-2.39883,1.46283,-2.52684,2.14564,-2.76337,2.99264,-3.35561,3.87889,-0.773281,1.53649,-1.55822,2.38378,-2.34903,3.27636,-3.14354,4.18398,-0.689614,1.11145,-1.45622,2.00755,-2.24775,2.9254,-3.04698,3.84806
662408,-2.38645,1.40976,-2.527,2.15147,-2.79466,2.99383,-3.36175,3.87439,-0.780158,1.53613,-1.57558,2.38217,-2.37611,3.27325,-3.179,4.17933,-0.745944,1.08636,-1.50534,1.98829,-2.29635,2.90705,-3.09577,3.82932
662396,-2.3833,1.5732,-2.57776,2.31526,-2.96547,3.14572,-3.47709,4.02429,-0.785747,1.53812,-1.59064,2.3911,-2.40146,3.29172,-3.21491,4.2085,-0.818297,1.09222,-1.59224,2.01166,-2.39266,2.94367,-3.2018,3.87852
662380,-2.37984,1.46277,-2.49984,2.14628,-2.7348,2.98984,-3.35438,3.87265,-0.754409,1.53664,-1.51485,2.38428,-2.27735,3.27691,-3.0409,4.18416,-0.840943,1.08678,-1.52594,1.98549,-2.30005,2.90387,-3.09042,3.82572
662378,-1.68929,2.20549,-2.13662,2.52667,-2.744,3.03819,-3.4359,3.72563,-0.772198,2.40121,-1.55706,2.67187,-2.3486,3.11296,-3.14398,3.87298,-0.831707,1.28839,-1.44659,2.08072,-2.21192,2.92734,-3.00211,3.78674
662376,-2.39168,1.86963,-2.51789,2.34763,-2.87634,3.13494,-3.56507,4.02331,-0.825469,1.2819,-1.66573,2.09449,-2.51117,2.99948,-3.35902,3.92446,-0.863482,1.32308,-1.61368,2.18371,-2.43935,3.09947,-3.27913,4.02764
662372,-2.27738,1.76421,-2.39885,2.19521,-2.64751,2.7871,-3.1234,3.47519,-0.772216,1.21252,-1.5463,1.81614,-2.32137,2.52939,-3.09702,3.29748,-0.85477,1.10187,-1.51719,1.88767,-2.22003,2.67997,-2.9515,3.47572
662370,-2.41641,1.46277,-2.53873,2.14602,-2.77006,2.99338,-3.35571,3.87994,-0.773263,1.53654,-1.55814,2.38398,-2.34888,3.27676,-3.14331,4.18459,-0.689624,1.11188,-1.45622,2.00824,-2.24771,2.92635,-3.04688,3.84926
662348,-2.32514,1.4656,-2.44224,2.13993,-2.72954,2.9872,-3.4644,3.87405,-0.846778,1.40495,-1.71047,2.11747,-2.58166,2.95406,-3.45669,3.83567,-1.002,1.18993,-1.70737,2.08543,-2.52321,2.98963,-3.37757,3.89769
662333,-2.32466,1.45218,-2.57753,2.12384,-2.96363,2.90005,-3.4587,3.71667,-0.633515,1.48295,-1.30745,2.26848,-2.02901,3.10145,-2.77447,3.9511,-0.902143,1.02813,-1.60872,1.84647,-2.3586,2.69545,-3.11925,3.55517
662326,-2.39864,1.38472,-2.52647,2.12514,-2.76372,2.98974,-3.36211,3.88764,-0.773539,1.53659,-1.55905,2.38619,-2.35061,3.28314,-3.14598,4.19614,-0.694079,1.10559,-1.46658,2.01188,-2.25922,2.93798,-3.05942,3.86803
662301,-2.39892,1.66499,-2.52964,2.42807,-2.81513,3.35289,-3.61715,4.32323,-0.817554,1.434,-1.67702,2.36273,-2.55448,3.34792,-3.44005,4.34781,-0.815122,1.42815,-1.66095,2.36596,-2.5358,3.35544,-3.41939,4.35757
662298,-2.27755,1.77634,-2.39894,2.37254,-2.69973,3.18869,-3.52621,4.05408,-0.728154,1.37612,-1.56539,2.21307,-2.43619,3.10152,-3.31833,4.00371,-1.00309,1.02749,-1.84396,1.89415,-2.71967,2.79139,-3.60477,3.69774
662279,-1.447,1.72128,-1.99133,2.43121,-2.78514,3.29701,-3.657,4.21014,-0.827709,1.43107,-1.71175,2.28717,-2.62085,3.20851,-3.54099,4.14859,-1.02155,1.15459,-1.88795,2.0662,-2.79625,3.00347,-3.71734,3.95059
662267,-1.36134,1.34824,-1.86915,2.02721,-2.56737,2.82764,-3.31918,3.66849,-0.770117,1.48331,-1.54779,2.27103,-2.33063,3.10845,-3.11766,3.96429,-0.899504,1.11222,-1.62017,1.93156,-2.39109,2.77921,-3.17718,3.64242
662266,-2.41633,1.41117,-2.58553,2.17165,-2.97376,3.03262,-3.47207,3.92645,-0.773513,1.53717,-1.55895,2.38802,-2.35042,3.28606,-3.14569,4.19993,-0.687372,1.11089,-1.46311,2.01925,-2.25714,2.94573,-3.05787,3.87602
662257,-2.18024,1.8672,-2.30507,2.31286,-2.5664,2.96922,-3.03427,3.72324,-0.782274,1.23021,-1.56991,1.88661,-2.35981,2.65695,-3.15088,3.46406,-0.924954,1.10957,-1.55318,1.92186,-2.20788,2.74364,-2.96399,3.56961
662254,-2.17384,1.95165,-2.44863,2.50159,-2.92841,3.21789,-3.56499,4.00374,-0.735788,1.31354,-1.53755,2.06994,-2.36166,2.89497,-3.1948,3.7397,-0.862995,1.05688,-1.6379,1.88904,-2.46023,2.73942,-3.29472,3.59583
662246,-1.35385,1.3707,-1.96508,2.08174,-2.64471,2.9254,-3.3596,3.80727,-0.768938,1.53561,-1.54514,2.38031,-2.32479,3.26937,-3.10642,4.17292,-0.698842,1.1236,-1.44507,1.99923,-2.20396,2.90836,-2.96886,3.82462
662204,-2.40047,1.52391,-2.54373,2.33633,-2.99594,3.24883,-3.62939,4.19243,-0.816861,1.50691,-1.65013,2.36126,-2.49526,3.2895,-3.34903,4.24396,-0.983023,1.22234,-1.75706,2.17641,-2.58651,3.14494,-3.43702,4.11911
662203,-1.57177,1.41071,-1.90442,2.04817,-2.6651,2.89281,-3.50085,3.77519,-0.817907,1.34023,-1.66506,2.12261,-2.52407,2.98165,-3.3887,3.86531,-0.917069,1.12827,-1.69277,2.00218,-2.53297,2.89371,-3.39109,3.79202
662193,-2.39166,1.86953,-2.51784,2.34793,-2.87631,3.13868,-3.56502,4.02942,-0.825498,1.27932,-1.66587,2.09468,-2.5115,3.00199,-3.35957,3.92882,-0.858515,1.32301,-1.61813,2.18411,-2.44316,3.10079,-3.28277,4.0301
662190,-1.48571,1.5412,-1.86044,2.14275,-2.44873,2.86205,-3.17698,3.64362,-0.7722,1.30589,-1.55103,2.0221,-2.33305,2.81738,-3.11692,3.6403,-0.866017,1.08841,-1.55043,1.90409,-2.27768,2.7364,-3.03219,3.57655
662186,-2.41642,1.64108,-2.5385,2.27118,-2.76859,3.04094,-3.21497,3.85612,-0.779077,1.2931,-1.56982,2.006,-2.36423,2.81513,-3.16025,3.6569,-0.867302,1.07917,-1.55664,1.90598,-2.30963,2.75674,-3.09323,3.61586
662181,-2.17385,1.95167,-2.44871,2.50157,-2.92899,3.21929,-3.56684,4.00903,-0.758757,2.3346,-1.53806,2.46154,-2.36251,2.92072,-3.19602,3.76387,-0.862705,1.09755,-1.63804,1.92267,-2.46082,2.77708,-3.29572,3.63952
662161,-2.39053,1.56751,-2.5163,2.14281,-2.74871,2.87001,-3.18292,3.6658,-0.761645,2.33461,-1.53622,2.46168,-2.31558,2.8428,-3.0974,3.60209,-0.862285,1.07367,-1.5485,1.87671,-2.28592,2.69757,-3.05221,3.52647
662156,-1.56314,1.45386,-1.89265,2.07701,-2.45956,2.82434,-3.18436,3.62338,-0.772219,1.27472,-1.55136,1.97911,-2.334,2.77119,-3.11866,3.59384,-0.880175,1.11215,-1.56667,1.92344,-2.29488,2.75056,-3.04824,3.58613
662151,-2.34256,1.78161,-2.61182,2.4567,-3.04284,3.24143,-3.60801,4.07981,-0.806515,1.26535,-1.61926,2.05213,-2.43458,2.9358,-3.25123,3.84043,-0.959546,1.15455,-1.659,2.05046,-2.43282,2.95824,-3.21617,3.87071
662139,-2.39837,1.97174,-2.52592,2.4426,-2.76597,3.16905,-3.29252,4.02344,-0.813065,1.27614,-1.63743,2.0626,-2.46556,2.94541,-3.29541,3.85001,-0.924972,1.16054,-1.5557,2.05741,-2.33413,2.96893,-3.14917,3.88476
662137,-1.34167,1.31298,-1.92309,2.05377,-2.61163,2.89175,-3.34265,3.75706,-0.71718,1.46822,-1.46351,2.2522,-2.2268,3.10075,-3.00096,3.97254,-0.942211,1.07574,-1.66885,1.94145,-2.43664,2.82503,-3.21793,3.71495
662132,-2.41644,1.78118,-2.62966,2.45238,-3.03662,3.22274,-3.54647,4.03336,-0.77678,1.2559,-1.56177,2.0009,-2.35026,2.83677,-3.14078,3.69457,-0.955303,1.07029,-1.65413,1.89473,-2.42735,2.74556,-3.20985,3.60699
662126,-1.46958,1.72066,-1.96304,2.4114,-2.72819,3.25421,-3.57521,4.14647,-0.825493,1.41303,-1.69856,2.23547,-2.59115,3.13212,-3.49256,4.05129,-0.981476,1.15387,-1.80908,2.05666,-2.69182,2.97995,-3.59067,3.9111
662116,-2.2383,1.65575,-2.50328,2.33952,-2.92702,3.20253,-3.69903,4.12177,-0.857037,1.46003,-1.74308,2.26922,-2.64319,3.1749,-3.5505,4.11256,-1.05774,1.20938,-1.84263,2.14762,-2.7089,3.09976,-3.60304,4.05752
662106,-2.38145,1.64068,-2.50465,2.26688,-2.72812,3.03018,-3.15814,3.83736,-0.779075,1.2917,-1.56981,1.99892,-2.3642,2.79997,-3.16019,3.63409,-0.867298,1.0869,-1.55156,1.90908,-2.30481,2.75278,-3.09062,3.60488
662092,-2.40047,1.55707,-2.5438,2.34759,-2.99577,3.26027,-3.6281,4.20394,-0.816849,1.50742,-1.65009,2.36226,-2.49518,3.29047,-3.34893,4.2447,-0.983122,1.22062,-1.75711,2.1742,-2.58652,3.14235,-3.43701,4.11617
662091,-1.56905,1.20486,-1.91863,1.89777,-2.7668,2.7341,-3.62197,3.60452,-0.854236,1.17455,-1.71479,1.88849,-2.57696,2.76282,-3.43979,3.6531,-1.02289,1.15012,-1.63961,2.02192,-2.43887,2.9075,-3.28047,3.79831
662085,-1.50743,1.63894,-1.89207,2.22074,-2.46566,2.91915,-3.17464,3.6865,-0.75518,1.29234,-1.51898,1.99958,-2.28724,2.79507,-3.05827,3.61939,-0.869248,1.08088,-1.55244,1.88943,-2.28276,2.71833,-3.03499,3.5561
662068,-2.34895,1.68205,-2.47175,2.50192,-2.85508,3.43499,-3.6652,4.40366,-0.807213,1.45943,-1.6857,2.36917,-2.5852,3.34843,-3.49268,4.34523,-1.08774,1.19882,-1.84752,2.18054,-2.72532,3.18072,-3.62659,4.18661
662064,-2.24736,1.86737,-2.37479,2.33491,-2.63549,3.01897,-3.24684,3.80035,-0.786843,1.29618,-1.58271,2.03028,-2.38345,2.83991,-3.18714,3.67471,-0.981741,1.10676,-1.70865,1.91829,-2.49156,2.74645,-3.28433,3.58528
662061,-1.79895,1.18224,-1.9924,1.97296,-2.77935,2.82757,-3.61046,3.70263,-0.776226,1.36516,-1.60488,2.15458,-2.4547,3.00845,-3.3143,3.88433,-1.02793,1.13317,-1.80146,1.97737,-2.63327,2.85591,-3.48537,3.74354
662058,-2.32428,1.78282,-2.57746,2.45633,-2.96497,3.22529,-3.45481,4.03104,-0.727344,1.26021,-1.49347,2.00297,-2.27192,2.83179,-3.05562,3.6812,-0.97965,1.02934,-1.67118,1.83558,-2.44133,2.67228,-3.22312,3.52206
662052,-2.21564,1.94634,-2.50238,2.49643,-3.00038,3.23798,-3.65898,4.07662,-0.785494,1.51036,-1.60553,2.26164,-2.44572,3.10193,-3.29691,3.98174,-0.866213,1.09496,-1.65795,1.98408,-2.4997,2.8907,-3.35346,3.80223
662051,-1.76005,2.25258,-2.17839,2.68816,-2.72859,3.39022,-3.39368,4.19061,-0.704787,2.40118,-1.51931,2.6738,-2.3625,3.15459,-3.21585,3.94704,-0.963131,1.2815,-1.76012,2.03527,-2.60244,2.85711,-3.45673,3.71328
662050,-2.22383,1.60552,-2.36112,2.33566,-2.8689,3.17992,-3.64287,4.06113,-0.798768,1.36906,-1.64042,2.18099,-2.50496,3.06734,-3.37917,3.97582,-1.03891,1.1334,-1.83781,1.98333,-2.69065,2.8836,-3.56093,3.79932
662049,-2.36449,1.78288,-2.62961,2.45669,-3.03659,3.22677,-3.54642,4.03476,-0.727438,1.26295,-1.49347,2.01315,-2.27194,2.84878,-3.05572,3.70457,-0.979651,1.04167,-1.67127,1.86137,-2.4416,2.70677,-3.22361,3.56341
662048,-2.24573,1.95977,-2.50318,2.56826,-2.9985,3.34906,-3.65108,4.18824,-0.782901,1.32031,-1.61725,2.10728,-2.46989,2.97231,-3.33025,3.85885,-0.911579,1.04089,-1.72783,1.91223,-2.58227,2.80539,-3.44567,3.70457
662047,-2.39873,1.79105,-2.52677,2.44792,-2.77749,3.21582,-3.32815,4.03161,-0.776915,1.41241,-1.56229,2.12706,-2.35129,2.93879,-3.14231,3.78948,-0.954961,1.06838,-1.65827,1.89544,-2.43294,2.75528,-3.2161,3.62723
662045,-2.24563,1.88962,-2.37122,2.45695,-2.69534,3.24656,-3.41235,4.09817,-0.782901,1.32031,-1.61725,2.10728,-2.46989,2.97231,-3.33025,3.85885,-0.923166,1.04639,-1.73273,1.9163,-2.58502,2.80834,-3.44737,3.70686
662034,-2.38145,1.79145,-2.50466,2.45298,-2.7775,3.23106,-3.32802,4.05783,-0.782684,1.41263,-1.57757,2.12879,-2.37649,2.94386,-3.17728,3.79856,-0.955462,1.04258,-1.66052,1.88085,-2.43775,2.74944,-3.22483,3.62781
662026,-2.38644,1.57251,-2.52692,2.20604,-2.79299,2.99458,-3.25036,3.82015,-0.77979,1.47846,-1.57507,2.25468,-2.3757,3.07858,-3.17881,3.92129,-0.833131,1.07815,-1.54747,1.91856,-2.33044,2.78151,-3.12704,3.65055
662023,-1.56115,1.34704,-2.05661,2.15032,-2.71782,3.00514,-3.44378,3.88251,-0.770371,1.4505,-1.54897,2.24226,-2.34164,3.11051,-3.15887,4.00151,-0.975965,1.15411,-1.66303,2.01519,-2.46064,2.91012,-3.27868,3.81385
662015,-2.26397,1.86693,-2.38487,2.33431,-2.64002,3.01925,-3.247,3.80146,-0.786842,1.29623,-1.58271,2.03076,-2.38344,2.84094,-3.18712,3.67628,-0.98174,1.10696,-1.70861,1.9188,-2.49145,2.74739,-3.28415,3.58669
662014,-2.38337,1.61259,-2.52639,2.36956,-2.86516,3.22572,-3.63901,4.11501,-0.803311,1.37048,-1.64581,2.18712,-2.50998,3.07888,-3.38406,3.9928,-1.03894,1.05553,-1.83836,1.95045,-2.69218,2.8695,-3.56335,3.79582
662013,-1.63878,1.96803,-2.09563,2.61668,-2.80154,3.47005,-3.62835,4.37854,-0.76379,1.46077,-1.58096,2.36418,-2.4804,3.31379,-3.39145,4.27613,-1.01288,1.3112,-1.86983,2.1705,-2.7693,3.10922,-3.68059,4.06688
662004,-2.40154,1.60879,-2.53413,2.34888,-2.85657,3.20567,-3.63394,4.0984,-0.801656,1.37052,-1.64455,2.18989,-2.50975,3.08507,-3.38472,4.00219,-1.08717,1.06565,-1.84365,1.961,-2.69942,2.88143,-3.57182,3.80962
661993,-1.59829,1.67478,-2.12054,2.39255,-2.8218,3.20438,-3.60214,4.05199,-0.720153,1.37039,-1.55004,2.18593,-2.40849,3.05816,-3.27704,3.94606,-0.989151,1.05659,-1.79441,1.9131,-2.64827,2.7971,-3.5157,3.69006
661989,-2.40003,1.67223,-2.52851,2.47275,-2.85765,3.39481,-3.64536,4.35502,-0.806681,1.4166,-1.68331,2.33105,-2.58038,3.30758,-3.48517,4.2997,-0.990551,1.35915,-1.81344,2.26901,-2.69978,3.24522,-3.60174,4.23692
661980,-2.21796,2.17677,-2.3471,2.47795,-2.85777,3.39956,-3.64584,4.36071,-0.806681,1.41728,-1.68331,2.33259,-2.58038,3.30999,-3.48517,4.303,-0.990515,1.35924,-1.81344,2.26953,-2.69978,3.24648,-3.60174,4.23901
661977,-2.21565,1.94625,-2.50241,2.49347,-3.00051,3.21764,-3.65926,4.02098,-0.769689,1.31709,-1.59423,2.08938,-2.438,2.93521,-3.28984,3.80188,-0.865833,1.08111,-1.6562,1.94065,-2.4969,2.81537,-3.3498,3.69516
661976,-2.25149,2.08941,-2.36794,2.5831,-2.73127,3.36291,-3.55513,4.24303,-0.698278,1.53336,-1.52762,2.40668,-2.39471,3.32753,-3.27529,4.26292,-0.990693,1.09468,-1.82096,1.99231,-2.69425,2.92614,-3.57929,3.86871
661971,-2.36556,1.94788,-2.49588,2.4985,-3.02422,3.24772,-3.73822,4.0967,-0.844161,1.321,-1.71864,2.1184,-2.60479,3.00378,-3.49635,3.91394,-0.86471,1.1516,-1.67749,2.06472,-2.55516,2.98807,-3.44622,3.91479
661956,-1.56562,1.62015,-2.09019,2.27511,-2.79461,3.04996,-3.57168,3.87064,-0.670254,1.37036,-1.4762,2.17372,-2.31519,3.02778,-3.16508,3.89584,-0.982541,1.10725,-1.76856,1.90244,-2.60179,2.75567,-3.44911,3.6231
661945,-2.22383,1.60542,-2.36111,2.33462,-2.86888,3.17721,-3.64284,4.05647,-0.796342,1.36881,-1.63796,2.17972,-2.50268,3.06467,-3.37692,3.97163,-1.03891,1.10931,-1.83778,1.96509,-2.69055,2.86856,-3.56072,3.78456
661940,-1.80841,1.58902,-1.98098,2.34329,-2.75453,3.23175,-3.58791,4.15581,-0.795701,1.42235,-1.64808,2.26996,-2.5198,3.1971,-3.39933,4.14437,-0.931506,1.14415,-1.75247,2.0824,-2.62133,3.03657,-3.50156,3.99571
661932,-1.79895,1.34774,-2.05651,2.15073,-2.71765,3.00479,-3.44373,3.88132,-0.779179,1.45047,-1.56052,2.24199,-2.34941,3.10983,-3.16115,4.0004,-0.97597,1.14706,-1.6631,2.01059,-2.46076,2.90602,-3.27884,3.80971
661927,-1.32245,1.39489,-1.86066,2.17716,-2.5902,3.03726,-3.38523,3.92442,-0.794343,1.4314,-1.62313,2.20023,-2.46257,3.06184,-3.30656,3.95327,-0.849046,1.15826,-1.59472,2.05869,-2.41487,2.96923,-3.25232,3.88329
661920,-2.26376,1.86071,-2.38402,2.31961,-2.63638,2.99266,-3.23774,3.76623,-0.775238,2.33461,-1.56069,2.46182,-2.35262,2.87149,-3.14879,3.67194,-0.981753,1.10683,-1.70855,1.90881,-2.49109,2.72453,-3.28313,3.55116
661916,-2.26099,1.9039,-2.38034,2.38121,-2.64734,3.1482,-3.37045,3.99156,-0.653029,1.47071,-1.38805,2.27878,-2.15579,3.14973,-2.93942,4.03955,-0.83667,1.09655,-1.53277,1.98491,-2.31486,2.88604,-3.11456,3.79082
661913,-2.31655,1.67899,-2.56736,2.23231,-2.95123,2.93912,-3.43739,3.71462,-0.770002,1.28938,-1.55826,2.00537,-2.3523,2.80242,-3.14899,3.6255,-0.850063,1.12498,-1.54024,1.92908,-2.28087,2.75719,-3.04897,3.59384
661911,-2.31656,1.67911,-2.56737,2.23386,-2.95124,2.9434,-3.43774,3.72087,-0.779666,1.29045,-1.57104,2.01168,-2.3665,2.81415,-3.16395,3.64259,-0.857362,1.10949,-1.54355,1.92301,-2.28317,2.75771,-3.05194,3.60031
661897,-1.40731,1.4606,-2.07231,2.08496,-2.82194,2.90834,-3.60945,3.78207,-0.785367,1.4965,-1.57511,2.32478,-2.36681,3.20615,-3.15956,4.10439,-1.08001,1.12059,-1.85227,1.9622,-2.66502,2.83847,-3.49023,3.73402
661896,-2.38649,1.6072,-2.5272,2.34496,-2.86476,3.19668,-3.63901,4.08353,-0.800628,1.36999,-1.64245,2.1847,-2.50677,3.07399,-3.3809,3.98534,-1.03893,1.0655,-1.8381,1.95352,-2.69145,2.86871,-3.56218,3.79178
661881,-2.30565,2.07777,-2.55363,2.52582,-2.93336,3.14517,-3.41309,3.86514,-0.762212,1.28046,-1.53922,1.99529,-2.32256,2.79158,-3.10927,3.6125,-0.856987,1.03978,-1.57622,1.84343,-2.34183,2.66951,-3.12148,3.50354
661873,-2.22484,2.17674,-2.36242,2.36037,-2.86156,3.20062,-3.63645,4.08683,-0.800354,1.36957,-1.64208,2.18359,-2.50647,3.0725,-3.38066,3.98355,-1.03893,1.06595,-1.83816,1.95367,-2.6916,2.86855,-3.56241,3.79133
661871,-2.34255,1.78284,-2.61181,2.46001,-3.04282,3.24446,-3.60796,4.08119,-0.806503,1.26617,-1.61924,2.05241,-2.43456,2.93498,-3.25121,3.8386,-0.979532,1.15447,-1.67147,2.04968,-2.44233,2.9566,-3.22499,3.86816
661857,-1.80268,1.77755,-1.94772,2.43618,-2.49018,3.19537,-3.20035,3.99619,-0.728365,1.25264,-1.49584,1.9847,-2.27528,2.81283,-3.05967,3.66331,-0.979733,1.00655,-1.6743,1.79822,-2.44629,2.63802,-3.22906,3.49193
661854,-1.64595,1.67161,-2.15402,2.4687,-2.86425,3.38593,-3.65001,4.34101,-0.806679,1.41497,-1.68331,2.32542,-2.58038,3.29745,-3.48517,4.28497,-0.990056,1.36234,-1.81339,2.26626,-2.69976,3.23679,-3.60173,4.22329
661848,-2.38273,1.65844,-2.6533,2.41437,-3.06605,3.30842,-3.59348,4.24229,-0.773457,1.41681,-1.60955,2.30748,-2.46125,3.25476,-3.31921,4.2173,-0.954738,1.14544,-1.75055,2.05231,-2.59636,3.01679,-3.4546,3.98817
661838,-2.21798,2.17679,-2.34717,2.47739,-2.8913,3.40184,-3.69102,4.36644,-0.80705,1.42124,-1.68523,2.34146,-2.58441,3.32298,-3.49157,4.31992,-0.993508,1.35996,-1.82189,2.27359,-2.71107,3.25431,-3.61568,4.25065
